Codigo,Fabricante,Descricao dos Produtos,UN,EAN/GTIN,Quantidade,Valor,Contar Nome,Contar Barcode,EAN SEARCH,TÍTULO
6696,CHIBRALI,100 LAMP C/PISCA 2 FASES COL 127V,UN-UN,SEM GTIN,,"5,50",1,,,
6699,CHIBRALI,100 LAMP GRAO DE ARROZ 8 FUNC AZ 127V,UN-UN,SEM GTIN,,"14,50",1,,,
6700,CHIBRALI,100 LAMP GRAO DE ARROZ 8 FUNC COL 127V,UN-UN,7899432848549,331,"14,50",1,1,https://www.ean-search.org/?q=7899432848549,
6697,CHIBRALI,100 LAMP GRAO DE ARROZ 8 FUNC VERDE 127V,UN-UN,SEM GTIN,,"14,50",1,,,
6698,CHIBRALI,100 LAMP GRAO DE ARROZ 8 FUNC VM 127V,UN-UN,SEM GTIN,,"14,50",1,,,
13380,CHIBRALI,100 LAMP GRAO DE ARROZ LILAS 127V,UN-UN,SEM GTIN,,"7,90",1,,,
13353,CHIBRALI,100 LED ROXO 8F TRANSP 127V,UN-UN,6968000860168,,"18,90",1,1,https://www.ean-search.org/?q=6968000860168,
6706,CHIBRALI,100 LEDS AZ 8F TRANSP,UN-UN,7899432848242,119,"18,90",1,1,https://www.ean-search.org/?q=7899432848242,
6707,CHIBRALI,100 LEDS BR 8F TRANSP 127V,UN-UN,7899432848204,5,"18,90",1,1,https://www.ean-search.org/?q=7899432848204,
3112,CHIBRALI,100 LEDS C/LAMPADAS AMARELA 127V,UN-UN,SEM GTIN,,"18,90",1,,,
6705,CHIBRALI,100 LEDS VERDE 8F TRANSP 127V,UN-UN,7899432885551,25,"18,90",1,1,https://www.ean-search.org/?q=7899432885551,
6704,CHIBRALI,100 LEDSCOLOR 8F TRANSP 127V,UN-UN,7899432847023,23,"18,90",1,1,https://www.ean-search.org/?q=7899432847023,
20469,LORENZETTI,1195 TORNEIRA LAVATORIO TRIO,UN-UN,7896451857965,6,"195,00",1,1,https://www.ean-search.org/?q=7896451857965,
14970,CHIBRALI,120 LAMPADAS LED REDE AZ/ESTRELA,UN-UN,7899432848280,32,"49,00",1,1,https://www.ean-search.org/?q=7899432848280,
571,DELTA,1509 REGISTRO DE GAVETA C-23 1/2,UN-UN,7899075130018,8,"55,00",1,1,https://www.ean-search.org/?q=7899075130018,
573,DELTA,1509 REGISTRO DE GAVETA C-23 3/4,UN-UN,7899075130025,7,"62,00",1,1,https://www.ean-search.org/?q=7899075130025,
564,DELTA,1509 REGISTRO DE GAVETA C-50 1/2,UN-UN,7899075130322,11,"59,00",1,1,https://www.ean-search.org/?q=7899075130322,
8583,DELTA,1509 REGISTRO DE GAVETA C-50 3/4,UN-UN,7899075130339,4,"69,00",1,1,https://www.ean-search.org/?q=7899075130339,
4358,CENSI,1ETENTOR DO EIXO DOCOL 1.1/4,UN-UN,7898128472006,10,"2,50",1,1,https://www.ean-search.org/?q=7898128472006,
20303,LUDCEL,1P2ST X JACK P2ST EXTENS�O 1.8M,UN-UN,SEM GTIN,,"4,50",1,,,
20302,LUDCEL,1P2ST X P2ST 1.8M 2M,UN-UN,SEM GTIN,6,"3,90",1,,,
19142,ILUMI,2 INT C/TOM FIX BIP 6/10A C/PL 4X2 STYLU,UN-UN,7898493991331,70,"14,90",2,1,https://www.ean-search.org/?q=7898493991331,
19143,ILUMI,2 INT C/TOM FIX BIP 6/10A C/PL 4X2 STYLU,UN-UN,7898493992925,34,"15,90",2,1,https://www.ean-search.org/?q=7898493992925,
10376,FAME,2 INT C/TOMAD 2P+T EXT FAME,UN-UN,7896039713447,39,"25,90",1,1,https://www.ean-search.org/?q=7896039713447,
7642,FAME,2 INT PARAL C/TOM SIMP (0677),UN-UN,SEM GTIN,,"17,90",1,,,
1178,FAME,2 INT PARALELO 10A 250V (0947),UN-UN,SEM GTIN,1,"12,50",1,,,
19147,ILUMI,2 INT SIMPL C/TOM FIX BIP 6/10A C/PL 4X2,UN-UN,7898493990952,1,"9,50",1,1,https://www.ean-search.org/?q=7898493990952,
1327,PERLEX (TRADICAO),2 INTER C/TOM ABNT 10 AMP (5382/11),UN-UN,SEM GTIN,,"10,90",1,,,
4736,PERLEX (TRADICAO),2 INTER PARALELO,UN-UN,SEM GTIN,,"10,50",1,,,
1360,PERLEX (TRADICAO),2 INTER SIMP C/TOM 20 AMP (4382/15),UN-UN,7891128483249,123,"22,50",1,1,https://www.ean-search.org/?q=7891128483249,
1371,PERLEX (TRADICAO),2 INTER SIMP C/TOM 20A N.PAD (282/15),UN-UN,7891128283245,21,"9,90",1,1,https://www.ean-search.org/?q=7891128283245,
1330,PERLEX (TRADICAO),2 INTER SIMPL 1 INTER PARAL (5382/1P),UN-UN,SEM GTIN,,"6,50",1,,,
16237,PERLEX (TRADICAO),2 INTER SIMPL 10 AMP AROS EXT (3282),UN-UN,7891128032829,37,"10,50",1,1,https://www.ean-search.org/?q=7891128032829,
8436,PERLEX (TRADICAO),2 INTER SIMPL C/TOM 20 AMP,UN-UN,7891128382245,4,"10,90",1,1,https://www.ean-search.org/?q=7891128382245,
1408,PERLEX (TRADICAO),2 INTER SIMPL SOBREPOR 10A (172),UN-UN,7891128001726,82,"7,90",1,1,https://www.ean-search.org/?q=7891128001726,
1159,FAME,2 TECLAS SIMP 1 PARALELA 10A/250V 0660,UN-UN,SEM GTIN,,"17,90",1,,,
1328,PERLEX (TRADICAO),2 TECLAS SIMPLES 1 TOM ABNT 10A 20A 5382,PC-PC,SEM GTIN,,"10,90",1,,,
16181,PERLEX (TRADICAO),2 TECLAS SIMPLES C/TOMADA N PAD 10A/20A,PC-PC,7891128258731,6,"18,90",1,1,https://www.ean-search.org/?q=7891128258731,
15276,PERLEX (TRADICAO),2 TECLAS SIMPLES E TOMADA ABNT 20A,UN-UN,7891128288530,10,"18,50",1,1,https://www.ean-search.org/?q=7891128288530,
4778,FAME,2 TOM 2P+T DIST 20A 250V (2791),UN-UN,7896039727918,58,"24,50",1,1,https://www.ean-search.org/?q=7896039727918,
1183,FAME,2 TOM PAD 2P+T DIST 10A (1407),UN-UN,7896039714079,3,"15,90",1,1,https://www.ean-search.org/?q=7896039714079,
1372,PERLEX (TRADICAO),2 TOMAD ABNT 10/20 AMP,UN-UN,SEM GTIN,,"7,50",1,,,
1350,PERLEX (TRADICAO),2 TOMAD ABNT 10/20A (4311/15),UN-UN,7891128924513,10,"19,90",1,1,https://www.ean-search.org/?q=7891128924513,
1380,PERLEX (TRADICAO),2 TOMAD ABNT 10A (1311/11),UN-UN,SEM GTIN,,"7,90",1,,,
1349,PERLEX (TRADICAO),2 TOMAD ABNT 10A (4311/11),UN-UN,7891128943118,82,"15,50",1,1,https://www.ean-search.org/?q=7891128943118,
1163,FAME,2 TOMAD PAD 2P+T DIST 10A (1163),UN-UN,SEM GTIN,,"9,50",1,,,
8635,PERLEX (TRADICAO),2 TOMADA NOVO PADRAO ABNT 20AMP (4315/15,UN-UN,7891128943156,24,"16,90",1,1,https://www.ean-search.org/?q=7891128943156,
16176,PERLEX (TRADICAO),2 TOMADAS ABNT 20A 250V (7315/15),PC-PC,7891128731555,71,"19,90",1,1,https://www.ean-search.org/?q=7891128731555,
15275,PERLEX (TRADICAO),2 TOMADAS ABNT 20A 8315/15,UN-UN,7891128831552,87,"18,50",1,1,https://www.ean-search.org/?q=7891128831552,
1399,PERLEX (TRADICAO),2 TOMADAS ABNT 20AMP 1315/15,UN-UN,7891128513151,28,"13,50",1,1,https://www.ean-search.org/?q=7891128513151,
16234,PERLEX (TRADICAO),2 TOMADAS ABNT 20AMP AROS EXT (3215/15),UN-UN,7891128321558,46,"19,90",1,1,https://www.ean-search.org/?q=7891128321558,
4738,PERLEX (TRADICAO),2 TOMADAS NOVO PADRAO 20A 2215/15,UN-UN,7891128922151,30,"11,90",1,1,https://www.ean-search.org/?q=7891128922151,
5903,FAME,2 TOMADAS PADRAO 2P+T 20AMP LX,UN-UN,7896039714086,4,"19,50",1,1,https://www.ean-search.org/?q=7896039714086,
1059,FAME,2 TOMADAS PADRAO 2P+T DIST20A 1338,UN-UN,7896039713386,43,"18,50",1,1,https://www.ean-search.org/?q=7896039713386,
3540,CHIBRALI,240 LAMPADAS REDE LED BRANCA,UN-UN,7899432846774,16,"63,00",1,1,https://www.ean-search.org/?q=7899432846774,
20301,LUDCEL,2RCA X 1P2ST 1.8M CABO OURO,UN-UN,SEM GTIN,15,"4,50",1,,,
1398,PERLEX (TRADICAO),2TECLAS SIMPLES C/TOMADA N PAD 10A 250V,UN-UN,7891128282248,28,"7,50",1,1,https://www.ean-search.org/?q=7891128282248,
21666,PERLEX (TRADICAO),2TOMADAS 2P+T SOBR 10AM 250V,UN-UN,7891128321114,38,"16,50",1,1,https://www.ean-search.org/?q=7891128321114,
4737,PERLEX (TRADICAO),3 INTER PARALELOS,UN-UN,SEM GTIN,,"12,90",1,,,
16180,PERLEX (TRADICAO),3 TECLAS SIMPLES 10A 250V AROS (7383),PC-PC,7891128738301,25,"21,50",1,1,https://www.ean-search.org/?q=7891128738301,
21586,FORUSI,3159.TORN COZ PAREDE C23 CR NVS 1/2X3/4,UN-UN,,1,"119,90",1,,,
21585,FORUSI,3159.TORNEIRA COZ PAR C37 METAL C/AR CR,UN-UN,,1,"139,90",1,,,
20300,LUDCEL,3RCA X 3RCA 1.8M/2M CABO,UN-UN,SEM GTIN,1,"4,90",1,,,
8215,FORUSI,6005 MVS TORN CT 3/8 22 MM N10,UN-UN,SEM GTIN,,"23,90",1,,,
21493,PEVILON,6158-C23 1/4 TOR.COZ.PAR.TURIM DN15,UN-UN,,1,"44,90",1,,,
21494,PEVILON,6159-C23 1/4 TORN.COZ.PARE.FIXA TURIM 15,UN-UN,,,"55,00",1,,,
21682,PEVILON,6293-C50 1/4 TORN.LAVA.GIRA.BAN.TUR 1/2,UN-UN,,1,"59,90",1,,,
21490,PEVILON,6296-C40TC 1/4 GOURMET 5/8 TOR.GIR.BR.TU,UN-UN,7899928021746,,"83,00",1,1,https://www.ean-search.org/?q=7899928021746,
4532,SCOTCH 3M,ABAFADOR DE RUIDO 3M,UN-UN,7891040155354,,"59,90",1,1,https://www.ean-search.org/?q=7891040155354,
9427,BRASFORT,ABAFADOR DE RUIDOS 8011,UN-UN,7898094330119,,"11,90",1,1,https://www.ean-search.org/?q=7898094330119,
11636,RACUIA/TERUYA,ABAFADOR DE RUIDOS KALIPOO,UN-UN,SEM GTIN,,"8,90",1,,,
11829,WALMA,ABAJOUR AZUL 5181,UN-UN,SEM GTIN,3,"39,90",1,,,
11828,WALMA,ABAJOUR NATURAL 5181,UN-UN,SEM GTIN,1,"39,90",1,,,
15210,JOTA ILUMINACAO,ABAJOUR PORCELANA BOLA MIMO AZUL,UN-UN,7899007426172,,"67,50",1,1,https://www.ean-search.org/?q=7899007426172,
15209,JOTA ILUMINACAO,ABAJOUR PORCELANA BOLA MIMO ROSA,PC-PC,7899007426189,,"67,50",1,1,https://www.ean-search.org/?q=7899007426189,
12041,JOTA ILUMINACAO,ABAJOUR PORCELANA CL55 BICOLOR OCRE PQ,UN-UN,7899007423515,1,"79,00",1,1,https://www.ean-search.org/?q=7899007423515,
12040,JOTA ILUMINACAO,ABAJOUR PORCELANA CLASSICO BICOLOR AREIA,PC-PC,SEM GTIN,,"61,90",1,,,
12039,JOTA ILUMINACAO,ABAJOUR PORCELANA CLASSICO BICOLOR OCRE,PC-PC,SEM GTIN,,"59,90",1,,,
15211,JOTA ILUMINACAO,ABAJOUR PORCELANA CLASSICO MARMORE PEQ,PC-PC,SEM GTIN,,"79,00",1,,,
12042,JOTA ILUMINACAO,ABAJOUR PORCELANA MIMO AMARELO 02326,UN-UN,7899007426165,2,"67,50",1,1,https://www.ean-search.org/?q=7899007426165,
3016,METALURGICA ROA,ABAJUR DE EMERGENCIA MOD ROA,UN-UN,SEM GTIN,,"189,00",1,,,
13951,RACUIA/TERUYA,ABAJUR DE TOQUE RADICAL GUARDA-CHUVA,UN-UN,SEM GTIN,,"109,00",1,,,
13952,RACUIA/TERUYA,ABAJUR DE TOQUE RADICAL LIRIO,UN-UN,SEM GTIN,,"109,00",1,,,
6578,WALMA,ABAJUR LARANJA,UN-UN,SEM GTIN,,"39,90",1,,,
6802,BRASFORT,ABAJUR LUZ NOTURNA PEIXO 127V,UN-UN,SEM GTIN,,"4,90",1,,,
6045,BRONZEARTE,ABAJUR NEW VERSATY E-27 LA,UN-UN,SEM GTIN,,"49,00",1,,,
6046,BRONZEARTE,ABAJUR NEW VERSATY E-27 LI,UN-UN,SEM GTIN,,"49,00",1,,,
13953,RACUIA/TERUYA,ABAJUR TOQUE RADICAL MEIA LUA,UN-UN,SEM GTIN,,"109,00",1,,,
13954,RACUIA/TERUYA,ABAJUR TOQUE RADICAL PETALA,UN-UN,SEM GTIN,,"109,00",1,,,
6577,WALMA,ABAJUR VERDE,UN-UN,SEM GTIN,3,"39,90",1,,,
17310,RIO CHENS,ABRACADEIRA DE NYLON 2.5X100MM 100PCS PR,UN-UN,7899206135134,4,"5,50",1,1,https://www.ean-search.org/?q=7899206135134,
9258,ABRACADEIRAS,ABRACADEIRA DE NYLON 2.5X100MM BRANCA,UN-UN,SEM GTIN,,"1,90",1,,,
17311,RIO CHENS,ABRACADEIRA DE NYLON 2.5X150MM 100PCS BR,UN-UN,7899206135141,2,"7,90",1,1,https://www.ean-search.org/?q=7899206135141,
17312,RIO CHENS,ABRACADEIRA DE NYLON 2.5X150MM 100PCS PT,UN-UN,7899206135158,,"7,90",1,1,https://www.ean-search.org/?q=7899206135158,
14973,INTERNEED,ABRACADEIRA DE NYLON 2.5X200MM C/100PCS,PC-PC,SEM GTIN,,"4,40",1,,,
17316,RIO CHENS,ABRACADEIRA DE NYLON 3.6X150MM 100PCS PT,UN-UN,7899206135196,,"12,90",1,1,https://www.ean-search.org/?q=7899206135196,
14974,INTERNEED,ABRACADEIRA DE NYLON 3.6X150MM C/PCS,UN-UN,SEM GTIN,,"5,90",1,,,
11864,BRASFORT,ABRACADEIRA DE NYLON 36X150MM 8629,UN-UN,SEM GTIN,,"8,90",1,,,
9375,BRASFORT,ABRACADEIRA DE NYLON 4.8MX200M BRANCA,UN-UN,7896565986353,,"15,90",1,2,https://www.ean-search.org/?q=7896565986353,
9416,BRASFORT,ABRACADEIRA DE NYLON 4.8MX250M BRANCA,PC-PC,SEM GTIN,,"16,90",1,,,
9400,BRASFORT,ABRACADEIRA DE NYLON BR2.5MX150M C/100,PC-PC,7898094336272,,"5,50",1,1,https://www.ean-search.org/?q=7898094336272,
6587,ABRACADEIRAS,ABRACADEIRA DE NYLON PRETA 200X2.5,UN-UN,SEM GTIN,,"4,90",1,,,
9884,MEXICHEM,ABRACADEIRA ELETRO UNIV 1/2 X 3/4,UN-UN,SEM GTIN,17,"3,50",1,,,
9885,MEXICHEM,ABRACADEIRA ELETROAMANCO UNIV 1 E 1.1/4,UN-UN,SEM GTIN,20,"6,50",1,,,
11707,INTERNEED,ABRACADEIRA INTERNEED 15/30W,UN-UN,SEM GTIN,397,"1,50",1,,,
14972,INTERNEED,ABRACADEIRA NYLON 2.5X100 C/100PCS,PC-PC,SEM GTIN,,"3,20",1,,,
17309,RIO CHENS,ABRACADEIRA NYLON 2.5X100MM 100PCS BR,UN-UN,7899206135127,4,"5,50",1,1,https://www.ean-search.org/?q=7899206135127,
11869,BRASFORT,ABRACADEIRA NYLON 2.5X100MM PT BRASFORT,UN-UN,SEM GTIN,,"4,20",2,,,
6585,BRASFORT,ABRACADEIRA NYLON 2.5X100MM PT BRASFORT,PC-PC,SEM GTIN,,"2,30",2,,,
11867,BRASFORT,ABRACADEIRA NYLON 2.5X150MM PT BRASFORT,UN-UN,7898094338542,2,"5,50",1,1,https://www.ean-search.org/?q=7898094338542,
9259,PISA,ABRACADEIRA NYLON 2.5X160MM PRETA,PC-PC,SEM GTIN,1,"2,90",1,,,
17313,RIO CHENS,ABRACADEIRA NYLON 2.5X200MM 100PCS BR,UN-UN,7899206135165,1,"11,50",1,1,https://www.ean-search.org/?q=7899206135165,
17314,RIO CHENS,ABRACADEIRA NYLON 2.5X200MM 100PCS PT,UN-UN,7899206135172,,"11,50",1,1,https://www.ean-search.org/?q=7899206135172,
9362,BRASFORT,ABRACADEIRA NYLON 2.5X200MM BR BRASFORT,PC-PC,7898094336289,4,"8,50",1,1,https://www.ean-search.org/?q=7898094336289,
11868,BRASFORT,ABRACADEIRA NYLON 2.5X200MM PT BRASFORT,UN-UN,7898094338573,1,"8,50",1,1,https://www.ean-search.org/?q=7898094338573,
9373,BRASFORT,ABRACADEIRA NYLON 2.5X80MM BR BRASFORT,PC-PC,7898094336241,2,"2,60",1,1,https://www.ean-search.org/?q=7898094336241,
8922,ABRACADEIRAS,ABRACADEIRA NYLON 3.6MMX250M 100PCS,PC-PC,SEM GTIN,,"14,90",1,,,
17315,RIO CHENS,ABRACADEIRA NYLON 3.6X150MM 100PCS BR,UN-UN,7899206135189,2,"12,90",1,1,https://www.ean-search.org/?q=7899206135189,
17305,RIO CHENS,ABRACADEIRA NYLON 3.6X200MM 100PCS BR,UN-UN,7899206130436,12,"16,90",1,1,https://www.ean-search.org/?q=7899206130436,
17306,RIO CHENS,ABRACADEIRA NYLON 3.6X200MM 100PCS PT,UN-UN,7899206130443,21,"16,90",1,1,https://www.ean-search.org/?q=7899206130443,
8921,BRASFORT,ABRACADEIRA NYLON 3.6X200MM BR BRASFORT,UN-UN,SEM GTIN,,"7,50",2,,,
6668,BRASFORT,ABRACADEIRA NYLON 3.6X200MM BR BRASFORT,PC-PC,SEM GTIN,,"10,90",2,,,
9381,BRASFORT,ABRACADEIRA NYLON 3.6X200MM PT BRASFORT,UN-UN,7898094338627,,"10,90",1,1,https://www.ean-search.org/?q=7898094338627,
17317,RIO CHENS,ABRACADEIRA NYLON 3.6X250MM 100PCS BR,UN-UN,7899206135226,37,"21,50",1,1,https://www.ean-search.org/?q=7899206135226,
17318,RIO CHENS,ABRACADEIRA NYLON 3.6X250MM 100PCS PT,UN-UN,7899206135233,36,"21,50",1,1,https://www.ean-search.org/?q=7899206135233,
9443,BRASFORT,ABRACADEIRA NYLON 3.6X250MM BR BRASFORT,UN-UN,7898094336326,15,"5,50",1,1,https://www.ean-search.org/?q=7898094336326,
9380,BRASFORT,ABRACADEIRA NYLON 3.6X250MM PT BRASFORT,PC-PC,7898094338634,3,"13,90",1,1,https://www.ean-search.org/?q=7898094338634,
17005,BRASFORT,ABRACADEIRA NYLON 3.6X350MM BR BRASFORT,UN-UN,7898464736459,,"21,50",1,1,https://www.ean-search.org/?q=7898464736459,
11866,BRASFORT,ABRACADEIRA NYLON 3.6X400MM BRASFORT,UN-UN,7898464736466,,"25,90",1,1,https://www.ean-search.org/?q=7898464736466,
9415,BRASFORT,ABRACADEIRA NYLON 4.8X180MM 8634,PC-PC,SEM GTIN,,"14,90",1,,,
17307,RIO CHENS,ABRACADEIRA NYLON 4.8X200MM 100PCS BR,UN-UN,7899206130450,5,"22,90",1,1,https://www.ean-search.org/?q=7899206130450,
17308,RIO CHENS,ABRACADEIRA NYLON 4.8X200MM 100PCS PT,UN-UN,7899206130467,1,"22,90",1,1,https://www.ean-search.org/?q=7899206130467,
9261,PISA,ABRACADEIRA NYLON 4.8X200MM BRANCA ),PC-PC,SEM GTIN,,"6,90",1,,,
17319,RIO CHENS,ABRACADEIRA NYLON 4.8X250MM 100PCS BR,UN-UN,7899206135264,18,"26,90",1,1,https://www.ean-search.org/?q=7899206135264,
17320,RIO CHENS,ABRACADEIRA NYLON 4.8X250MM 100PCS PT,UN-UN,7899206135271,7,"26,90",1,1,https://www.ean-search.org/?q=7899206135271,
9418,BRASFORT,ABRACADEIRA NYLON 4.8X300MM BR BRASFORT,UN-UN,7898094336371,,"23,90",1,1,https://www.ean-search.org/?q=7898094336371,
9417,BRASFORT,ABRACADEIRA NYLON 4.8X350MM BR BRASFORT,PC-PC,7896565986384,,"28,50",1,2,https://www.ean-search.org/?q=7896565986384,
9376,BRASFORT,ABRACADEIRA NYLON 4.8X400MM PT BRASFORT,UN-UN,7898094336401,8,"39,90",1,1,https://www.ean-search.org/?q=7898094336401,
6588,ABRACADEIRAS,ABRACADEIRA NYLON PR 200X3.6MM,UN-UN,SEM GTIN,,"6,90",1,,,
6589,ABRACADEIRAS,ABRACADEIRA NYLON PR 200X4.6MM,UN-UN,SEM GTIN,,"8,90",1,,,
6586,ABRACADEIRAS,ABRACADEIRA NYLON PRETA 150X2.5MM,PC-PC,SEM GTIN,,"3,50",1,,,
8364,RACUIA/TERUYA,ABRACADEIRA P/ANTENA DE TV INCA,UN-UN,SEM GTIN,9,"5,90",1,,,
13388,ASSESSOLAR,ABRACADEIRA P/VARAL DE TETO,UN-UN,7896321705648,64,"4,90",1,1,https://www.ean-search.org/?q=7896321705648,
1474,INTERNEED,ABRA�AD ACO MEDIA P/LAMP 20/40/110W,UN-UN,SEM GTIN,8,"1,20",1,,,
17466,PISA,ABRA�AD NYLON 2.5 X 100 BR C/20 PCS,UN-UN,SEM GTIN,,"1,90",1,,,
17467,PISA,ABRA�AD NYLON 2.5 X 150 BR C/20 PCS,UN-UN,6920110021136,8,"2,30",1,1,https://www.ean-search.org/?q=6920110021136,
18249,PISA,ABRA�AD NYLON 2.5 X 150MM C/20 PT,UN-UN,SEM GTIN,,"1,90",1,,,
17468,PISA,ABRA�AD NYLON 2.5 X 180 BR C/20 PCS,UN-UN,SEM GTIN,,"2,50",1,,,
18250,PISA,ABRA�AD NYLON 2.5 X 200MM C/20 PT,UN-UN,SEM GTIN,,"2,70",1,,,
17469,PISA,ABRA�AD NYLON 3.6 X 100 BR C/20 PCS,UN-UN,6920110021167,,"2,90",1,1,https://www.ean-search.org/?q=6920110021167,
17470,PISA,ABRA�AD NYLON 3.6 X 150 BR C/20 PCS,UN-UN,6920110021174,,"3,60",1,1,https://www.ean-search.org/?q=6920110021174,
17471,PISA,ABRA�AD NYLON 3.6 X 180 BR C/20 PCS,UN-UN,6920110021181,,"3,90",1,1,https://www.ean-search.org/?q=6920110021181,
18251,PISA,ABRA�AD NYLON 3.6 X 180MM C/20 PT,UN-UN,SEM GTIN,,"3,50",1,,,
18252,PISA,ABRA�AD NYLON 3.6 X 200MM C/20 BR,UN-UN,SEM GTIN,,"3,90",1,,,
17472,PISA,ABRA�AD NYLON 4.8 X 180 BR C/20 PCS,UN-UN,SEM GTIN,1,"4,90",1,,,
8594,RACUIA/TERUYA,ABRA�AD S/FIM 1.1/2 X 2,UN-UN,7893537001090,1020,"18,50",1,1,https://www.ean-search.org/?q=7893537001090,
14971,INTERNEED,ABRA�ADEIRA 2.5 X 100MM C/100 UNI,UN-UN,SEM GTIN,,"2,20",1,,,
6667,BRASFORT,ABRA�ADEIRA 2.5X180MM BRANCO,UN-UN,SEM GTIN,,"4,90",1,,,
21017,GREK (BICICLETAS),ABRA�ADEIRA 25.4,UN-UN,SEM GTIN,6,"11,90",1,,,
15676,ABRACADEIRAS,ABRA�ADEIRA 3.1/2X4 C/2,UN-UN,SEM GTIN,55,"25,90",1,,,
9260,ABRACADEIRAS,ABRA�ADEIRA 3.5X200MM NYLON 50PCS,UN-UN,SEM GTIN,,"3,80",1,,,
2443,RACUIA/TERUYA,ABRA�ADEIRA 4.8MMX400 C/100,UN-UN,7898094338740,,"28,90",1,1,https://www.ean-search.org/?q=7898094338740,
14978,INTERNEED,ABRA�ADEIRA 4.8MX300M C/100PCS,PC-PC,SEM GTIN,,"16,90",1,,,
10699,ABRACADEIRAS,ABRA�ADEIRA 4.8X200M PRETA NYLON,UN-UN,SEM GTIN,,"6,90",1,,,
9262,PISA,ABRA�ADEIRA 4.8X300MM NYLON C/50PCS,UN-UN,SEM GTIN,,"9,90",1,,,
9263,ABRACADEIRAS,ABRA�ADEIRA 4.8X400MM NYLON 50UND,UN-UN,SEM GTIN,,"12,50",1,,,
403,PERLEX (TRADICAO),ABRA�ADEIRA ACO 15/30W (031),UN-UN,SEM GTIN,,"1,20",1,,,
8595,RACUIA/TERUYA,ABRA�ADEIRA ACO ROSCA S/FIM 2.1/2 X 3,UN-UN,SEM GTIN,962,"22,00",1,,,
10096,BRASFORT,ABRA�ADEIRA BRANCA 7.6MX250M C/50PCS,PC-PC,7898094336890,5,"18,90",1,1,https://www.ean-search.org/?q=7898094336890,
10097,BRASFORT,ABRA�ADEIRA BRANCA 7.6MX400M C/50PCS,PC-PC,SEM GTIN,4,"31,90",1,,,
20853,MOSAL,ABRA�ADEIRA DE 100MM,UN-UN,7898478273063,3,"11,90",1,1,https://www.ean-search.org/?q=7898478273063,
21145,FERTAK TOOLS,"ABRA�ADEIRA DE NYLON 140X2,5MM",UN-UN,7899095407596,5,"5,50",1,1,https://www.ean-search.org/?q=7899095407596,
20168,FERTAK TOOLS,ABRA�ADEIRA DE NYLON 2.5MM 100MM PR 100,UN-UN,7899095405264,79,"4,50",1,1,https://www.ean-search.org/?q=7899095405264,
20165,FERTAK TOOLS,ABRA�ADEIRA DE NYLON 2.5MMX100 BR 100P�,UN-UN,7899095401150,,"4,50",1,1,https://www.ean-search.org/?q=7899095401150,
20166,FERTAK TOOLS,ABRA�ADEIRA DE NYLON 2.5MMX150 BR 100P�,UN-UN,7899095407626,89,"5,90",1,1,https://www.ean-search.org/?q=7899095407626,
20169,FERTAK TOOLS,ABRA�ADEIRA DE NYLON 2.5MMX150MM PR 100,UN-UN,7899095407947,,"5,90",1,1,https://www.ean-search.org/?q=7899095407947,
20167,FERTAK TOOLS,ABRA�ADEIRA DE NYLON 2.5MMX200MM BR 100,UN-UN,7899095407633,2,"7,90",1,1,https://www.ean-search.org/?q=7899095407633,
20170,FERTAK TOOLS,ABRA�ADEIRA DE NYLON 2.5MMX200MM PR 100,UN-UN,7899095407954,38,"7,90",1,1,https://www.ean-search.org/?q=7899095407954,
11865,BRASFORT,ABRA�ADEIRA DE NYLON 3.6X200MM BR,PC-PC,7898094336319,,"10,90",1,1,https://www.ean-search.org/?q=7898094336319,
19915,FERTAK TOOLS,ABRA�ADEIRA DE NYLON 3.80X4.8MM PT 50PCS,UN-UN,7899095404151,,"16,50",1,1,https://www.ean-search.org/?q=7899095404151,
19914,FERTAK TOOLS,ABRA�ADEIRA DE NYLON 300X4.8MM PT C/50PC,UN-UN,7899095407992,,"12,90",1,1,https://www.ean-search.org/?q=7899095407992,
19912,FERTAK TOOLS,ABRA�ADEIRA DE NYLON 380X480MM BR C/50PC,UN-UN,7899095401198,50,"16,50",1,1,https://www.ean-search.org/?q=7899095401198,
19911,FERTAK TOOLS,ABRA�ADEIRA DE NYLON 4.8X300MM BR,UN-UN,7899095407671,,"12,90",1,1,https://www.ean-search.org/?q=7899095407671,
19913,FERTAK TOOLS,ABRA�ADEIRA DE NYLON 400X7.6MM BR C/50P,UN-UN,7899095407701,,"38,50",1,1,https://www.ean-search.org/?q=7899095407701,
19916,FERTAK TOOLS,ABRA�ADEIRA DE NYLON 400X7.6MM PT 50PCS,UN-UN,7899095408029,,"38,50",1,1,https://www.ean-search.org/?q=7899095408029,
20116,FERTAK TOOLS,ABRA�ADEIRA DE NYLON BR 4.8X280,UN-UN,7899095407664,,"10,90",1,1,https://www.ean-search.org/?q=7899095407664,
20117,FERTAK TOOLS,ABRA�ADEIRA DE NYLON PR 4.8X280MM,UN-UN,7899095407985,,"10,90",1,1,https://www.ean-search.org/?q=7899095407985,
21886,RIO CHENS,ABRA�ADEIRA NYLON 100P�S BRANCA 4.8X400,UN-UN,7899206170357,17,"49,00",1,1,https://www.ean-search.org/?q=7899206170357,
21885,RIO CHENS,ABRA�ADEIRA NYLON 100P�S PRETA 4.8X300,UN-UN,7899206170326,3,"33,90",1,1,https://www.ean-search.org/?q=7899206170326,
